id,uname,cname,ucas,duration,qualification,entry,created_at,updated_at,universities_id,ucasletters_id,url
3132,University of St Andrews,English and French,QR31,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.667892,2016-08-03 20:26:40.667892,,,
3133,University of St Andrews,English and French (year abroad),QRH1,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.688361,2016-08-03 20:26:40.688361,,,
3134,University of St Andrews,English and German,QR32,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.700719,2016-08-03 20:26:40.700719,,,
3135,University of St Andrews,English and German (year abroad),QRH2,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.712882,2016-08-03 20:26:40.712882,,,
3136,University of St Andrews,English and Greek,QQ37,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.727514,2016-08-03 20:26:40.727514,,,
3137,University of St Andrews,English and Hebrew,QQ34,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.742637,2016-08-03 20:26:40.742637,,,
3138,University of St Andrews,English and Italian,QR33,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.755306,2016-08-03 20:26:40.755306,,,
3139,University of St Andrews,English and Italian (year abroad),RQ33,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.771438,2016-08-03 20:26:40.771438,,,
3140,University of St Andrews,English and Latin,QQ36,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.783582,2016-08-03 20:26:40.783582,,,
3141,University of St Andrews,English and Management,QN32,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.795442,2016-08-03 20:26:40.795442,,,
3142,University of St Andrews,English and Mathematics,Q3G1,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.808238,2016-08-03 20:26:40.808238,,,
3143,University of St Andrews,English and Mediaeval History,QVH1,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.821767,2016-08-03 20:26:40.821767,,,
3144,University of St Andrews,English and Middle East Studies,QT36,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.835382,2016-08-03 20:26:40.835382,,,
3145,University of St Andrews,English and Modern History,QV31,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.849113,2016-08-03 20:26:40.849113,,,
3146,University of St Andrews,English and Persian,QT25,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.860375,2016-08-03 20:26:40.860375,,,
3147,University of St Andrews,English and Philosophy,QV35,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.873128,2016-08-03 20:26:40.873128,,,
3148,University of St Andrews,English and Psychology,CQ83,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.884376,2016-08-03 20:26:40.884376,,,
3149,University of St Andrews,English and Russian,QR37,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.898474,2016-08-03 20:26:40.898474,,,
3150,University of St Andrews,English and Russian (year abroad),QRH7,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.911033,2016-08-03 20:26:40.911033,,,
3151,University of St Andrews,English and Scottish History,QVH2,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.923577,2016-08-03 20:26:40.923577,,,
3152,University of St Andrews,English and Social Anthropology,QL36,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.936276,2016-08-03 20:26:40.936276,,,
3153,University of St Andrews,English and Spanish,QR34,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.949086,2016-08-03 20:26:40.949086,,,
3154,University of St Andrews,English and Spanish (year abroad),QRH4,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.962779,2016-08-03 20:26:40.962779,,,
3155,University of St Andrews,English and Theological Studies,QV36,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.975890,2016-08-03 20:26:40.975890,,,
3156,University of St Andrews,Film Studies and French,PR31,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:40.988151,2016-08-03 20:26:40.988151,,,
3157,University of St Andrews,Film Studies and French (year abroad),PR3C,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.000642,2016-08-03 20:26:41.000642,,,
3158,University of St Andrews,Film Studies and Geography,LP73,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.015642,2016-08-03 20:26:41.015642,,,
3159,University of St Andrews,Film Studies and German,PR32,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.028110,2016-08-03 20:26:41.028110,,,
3160,University of St Andrews,Film Studies and German (year abroad),PR3F,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.040201,2016-08-03 20:26:41.040201,,,
3161,University of St Andrews,Film Studies and International Relations,LP23,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.053132,2016-08-03 20:26:41.053132,,,
3162,University of St Andrews,Film Studies and Italian,PR33,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.066315,2016-08-03 20:26:41.066315,,,
3163,University of St Andrews,Film Studies and Italian (year abroad),PR3H,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.079418,2016-08-03 20:26:41.079418,,,
3164,University of St Andrews,Film Studies and Modern History,PV31,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.090942,2016-08-03 20:26:41.090942,,,
3165,University of St Andrews,Film Studies and Philosophy,PV35,4 Years,MA (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:41.103734,2016-08-03 20:26:41.103734,,,
3166,University of St Andrews,Film Studies and Psychology,CP83,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.115620,2016-08-03 20:26:41.115620,,,
3167,University of St Andrews,Film Studies and Russian,PR37,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.128109,2016-08-03 20:26:41.128109,,,
3168,University of St Andrews,Film Studies and Russian (year abroad),PRH7,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.140710,2016-08-03 20:26:41.140710,,,
3169,University of St Andrews,Film Studies and Scottish History,PV32,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.152378,2016-08-03 20:26:41.152378,,,
3170,University of St Andrews,Film Studies and Social Anthropology,PL36,4 Years,MA (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:41.165192,2016-08-03 20:26:41.165192,,,
3171,University of St Andrews,Film Studies and Spanish,PR34,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.176644,2016-08-03 20:26:41.176644,,,
3172,University of St Andrews,Film Studies and Spanish (year abroad),PR3K,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.188922,2016-08-03 20:26:41.188922,,,
3173,University of St Andrews,Film Studies and Theological Studies,PV36,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.202350,2016-08-03 20:26:41.202350,,,
3174,University of St Andrews,French and Geography,LR71,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.215695,2016-08-03 20:26:41.215695,,,
3175,University of St Andrews,French and Geography (year abroad),LRR1,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.227871,2016-08-03 20:26:41.227871,,,
3176,University of St Andrews,French and German,RR12,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.240959,2016-08-03 20:26:41.240959,,,
3177,University of St Andrews,French and German (year abroad),RRC2,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.256758,2016-08-03 20:26:41.256758,,,
3178,University of St Andrews,French and German and Italian,RR21,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.268162,2016-08-03 20:26:41.268162,,,
3179,University of St Andrews,French and German and Italian (year abroad),RR2C,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.279522,2016-08-03 20:26:41.279522,,,
3180,University of St Andrews,French and German and Persian,8R11,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.291984,2016-08-03 20:26:41.291984,,,
3181,University of St Andrews,French and German and Persian (year abroad),8R10,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.304647,2016-08-03 20:26:41.304647,,,
3182,University of St Andrews,French and German and Russian,RR2D,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.316597,2016-08-03 20:26:41.316597,,,
3183,University of St Andrews,French and German and Russian (year abroad),RRF1,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.328038,2016-08-03 20:26:41.328038,,,
3184,University of St Andrews,French and German and Spanish,RRG1,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.340177,2016-08-03 20:26:41.340177,,,
3185,University of St Andrews,French and German and Spanish (year abroad),RRFC,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.351980,2016-08-03 20:26:41.351980,,,
3186,University of St Andrews,French and Greek,QR71,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.363039,2016-08-03 20:26:41.363039,,,
3187,University of St Andrews,French and Greek (year abroad),RQ17,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.374810,2016-08-03 20:26:41.374810,,,
3188,University of St Andrews,French and Hebrew,QR41,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.386432,2016-08-03 20:26:41.386432,,,
3189,University of St Andrews,French and Hebrew (year abroad),QR91,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.396766,2016-08-03 20:26:41.396766,,,
3190,University of St Andrews,French and International Relations,LR21,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.408624,2016-08-03 20:26:41.408624,,,
3191,University of St Andrews,French and International Relations (year abroad),LRF1,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.422363,2016-08-03 20:26:41.422363,,,
3192,University of St Andrews,French and Italian,RR13,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.433240,2016-08-03 20:26:41.433240,,,
3193,University of St Andrews,French and Italian (year abroad),RR31,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.446624,2016-08-03 20:26:41.446624,,,
3194,University of St Andrews,French and Italian and Persian,8R12,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.464724,2016-08-03 20:26:41.464724,,,
3195,University of St Andrews,French and Italian and Persian (year abroad),8R13,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.475995,2016-08-03 20:26:41.475995,,,
3196,University of St Andrews,French and Italian and Russian,RRJ1,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.487285,2016-08-03 20:26:41.487285,,,
3197,University of St Andrews,French and Italian and Russian (year abroad),RR3C,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.498718,2016-08-03 20:26:41.498718,,,
3198,University of St Andrews,French and Italian and Spanish,RR3D,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.510478,2016-08-03 20:26:41.510478,,,
3199,University of St Andrews,French and Italian and Spanish (year abroad),RRH1,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.520789,2016-08-03 20:26:41.520789,,,
3200,University of St Andrews,French and Latin,QR61,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.532052,2016-08-03 20:26:41.532052,,,
3201,University of St Andrews,French and Latin (year abroad),QRP1,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.543729,2016-08-03 20:26:41.543729,,,
3202,University of St Andrews,French and Management,NR21,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.555814,2016-08-03 20:26:41.555814,,,
3203,University of St Andrews,French and Management (year abroad),NRF1,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.567914,2016-08-03 20:26:41.567914,,,
3204,University of St Andrews,French and Mediaeval History,RVC1,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.579099,2016-08-03 20:26:41.579099,,,
3205,University of St Andrews,French and Mediaeval History (year abroad),RVCC,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.590804,2016-08-03 20:26:41.590804,,,
3206,University of St Andrews,French and Modern History,RV11,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.604099,2016-08-03 20:26:41.604099,,,
3207,University of St Andrews,French and Modern History (year abroad),RVCD,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.618384,2016-08-03 20:26:41.618384,,,
3208,University of St Andrews,French and Persian,R2T7,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.630797,2016-08-03 20:26:41.630797,,,
3209,University of St Andrews,French and Persian and Russian,8R16,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.644750,2016-08-03 20:26:41.644750,,,
3210,University of St Andrews,French and Persian and Russian (year abroad),8R14,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.656063,2016-08-03 20:26:41.656063,,,
3211,University of St Andrews,French and Persian and Spanish,8R15,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.667346,2016-08-03 20:26:41.667346,,,
3212,University of St Andrews,French and Persian and Spanish (year abroad),8R17,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.680227,2016-08-03 20:26:41.680227,,,
3213,University of St Andrews,French and Philosophy,RV15,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.692689,2016-08-03 20:26:41.692689,,,
3214,University of St Andrews,French and Philosophy (year abroad),RVC5,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.704961,2016-08-03 20:26:41.704961,,,
3215,University of St Andrews,French and Psychology,CR81,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.718307,2016-08-03 20:26:41.718307,,,
3216,University of St Andrews,French and Psychology (year abroad),CR8C,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.730468,2016-08-03 20:26:41.730468,,,
3217,University of St Andrews,French and Russian,RR17,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.742698,2016-08-03 20:26:41.742698,,,
3218,University of St Andrews,French and Russian (year abroad),RRC7,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.754358,2016-08-03 20:26:41.754358,,,
3219,University of St Andrews,French and Russian and Spanish,RR71,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.766552,2016-08-03 20:26:41.766552,,,
3220,University of St Andrews,French and Russian and Spanish (year abroad),RRR1,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.779469,2016-08-03 20:26:41.779469,,,
3221,University of St Andrews,French and Social Anthropology,LR61,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.791340,2016-08-03 20:26:41.791340,,,
3222,University of St Andrews,French and Social Anthropology (year abroad),LRP1,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.803153,2016-08-03 20:26:41.803153,,,
3223,University of St Andrews,French and Spanish,RR14,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.815541,2016-08-03 20:26:41.815541,,,
3224,University of St Andrews,French and Spanish (year abroad),RRC4,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:41.831978,2016-08-03 20:26:41.831978,,,
3225,University of St Andrews,French and Theological Studies,VR61,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.848757,2016-08-03 20:26:41.848757,,,
3226,University of St Andrews,French and Theological Studies (year abroad),VRP1,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.861484,2016-08-03 20:26:41.861484,,,
3227,University of St Andrews,General Degree (Arts),Y001,3 Years,MA (Gen),,2016-08-03 20:26:41.872021,2016-08-03 20:26:41.872021,,,
3228,University of St Andrews,General Degree (Sciences),CFG0,3 Years,BSc (Gen),,2016-08-03 20:26:41.883154,2016-08-03 20:26:41.883154,,,
3229,University of St Andrews,Geography and Hebrew,LQ74,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.894482,2016-08-03 20:26:41.894482,,,
3230,University of St Andrews,Geography and International Relations,LL72,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.904930,2016-08-03 20:26:41.904930,,,
3231,University of St Andrews,Geography and Italian,LR73,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.916277,2016-08-03 20:26:41.916277,,,
3232,University of St Andrews,Geography and Italian (year abroad),LRR3,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:41.927498,2016-08-03 20:26:41.927498,,,
